name,parent,state,country
Saab Traffic Management,Saab Industrial Products and Services,5,US
Saab Ventures,Saab Industrial Products and Services,5,US
Saab Kockums,Saab,4,US
Saab Submarines,Saab Kockums,5,US
Surface Ships,Saab Kockums,5,US
Saab Security & Defense Solutions,Saab,4,US
Saab Support and Services,Saab,4,US
Saab Surveillance,Saab,4,US
Vricon,Saab,4,US
Savback Helicopters,Sweden Companies,3,US
Securitas,Sweden Companies,3,US
Wallenius Wilhelmsen ASA,Sweden Companies,3,US
Switzerland Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Astrocast,Switzerland Companies,3,US
Auterion,Switzerland Companies,3,US
Deadalean,Switzerland Companies,3,US
Dufour Aerospace,Switzerland Companies,3,US
Flarm Technology,Switzerland Companies,3,US
Flyability,Switzerland Companies,3,US
Kopter,Switzerland Companies,3,US
Kuhne+Nagel,Switzerland Companies,3,US
Momenta Ventures,Switzerland Companies,3,US
Pilatus,Switzerland Companies,3,US
Rega,Switzerland Companies,3,US
RUAG Defence,Switzerland Companies,3,US
RUAG Australia,RUAG Defence,4,US
STMicroelectronics,Switzerland Companies,3,US
Swiss AviationSoftware,Switzerland Companies,3,US
UMS Skeldar,Switzerland Companies,3,US
VRMotion,Switzerland Companies,3,US
Taiwan Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Aerospace Industrial Development Corporation (AIDC),Taiwan Companies,3,US
Ching Fu Shipbuilding,Taiwan Companies,3,US
Chung-shan Institute of Science and Technology (CIST),Taiwan Companies,3,US
CSBC Corporation Taiwan,Taiwan Companies,3,US
National Chung-Shan Institute of Science & Technology (NCSIST),Taiwan Companies,3,US
Yageo,Taiwan Companies,3,US
Thailand Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Bangkok Dock,Thailand Companies,3,US
Cohort Group,Thailand Companies,3,US
Defense Technology Institute (DTI),Thailand Companies,3,US
mu Space,Thailand Companies,3,US
Panus,Thailand Companies,3,US
RV Connex,Thailand Companies,3,US
Thai Airways,Thailand Companies,3,US
Thai Aviation Industries,Thailand Companies,3,US
Thaicom,Thailand Companies,3,US
Turkey Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Alp Aviation,Turkey Companies,3,US
Armelsan,Turkey Companies,3,US
Aselsan,Turkey Companies,3,US
Baykar Makina,Turkey Companies,3,US
Elektroland Defence,Turkey Companies,3,US
Ermeksan,Turkey Companies,3,US
ESEN,Turkey Companies,3,US
FNSS,Turkey Companies,3,US
Golcuk Naval Shipyard,Turkey Companies,3,US
Havelsan,Turkey Companies,3,US
Hizal,Turkey Companies,3,US
Istanbul Naval Shipyard,Turkey Companies,3,US
Kale Group,Turkey Companies,3,US
Katmerciler,Turkey Companies,3,US
Nurol Makina,Turkey Companies,3,US
Otokar,Turkey Companies,3,US
Roketsan,Turkey Companies,3,US
Saver,Turkey Companies,3,US
Sefine,Turkey Companies,3,US
STM,Turkey Companies,3,US
TAIS Shipyards,Turkey Companies,3,US
Turkish Aerospace Industries (TAI),Turkey Companies,3,US
Tusas / Turkish Engine Industries (TEI),Turkish Aerospace Industries (TAI),4,US
Turkish Armed Forces Foundation (TSKGV),Turkey Companies,3,US
Tusas Engine Industries (TEI),Turkey Companies,3,US
Vestel Defence,Turkey Companies,3,US
U.A.E. Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Abu Dhabi Autonomous Systems Investments (ADASI),U.A.E. Companies,3,US
Abu Dhabi Aviation,U.A.E. Companies,3,US
Airship Arabia,U.A.E. Companies,3,US
Al Marakeb [UAE],U.A.E. Companies,3,US
Al Seer Marine,U.A.E. Companies,3,US
Calidus,U.A.E. Companies,3,US
Dubai Aerospace Enterprise (DAE),U.A.E. Companies,3,US
Joramco,Dubai Aerospace Enterprise (DAE),4,US
Edge,U.A.E. Companies,3,US
Al Tariq,Edge,4,US
EARTH,Edge,4,US
EPI,Edge,4,US
ETS,Edge,4,US
Halcon,Edge,4,US
Horizon,Edge,4,US
NIMR Automotive,Edge,4,US
Emirates,U.A.E. Companies,3,US
Emirates Defense Industries Company (EDIC),U.A.E. Companies,3,US
International Golden Group (IGG),U.A.E. Companies,3,US
Krypto Labs,U.A.E. Companies,3,US
Mohammed bin Rashid Aerospace Hub,U.A.E. Companies,3,US
Mubadala,U.A.E. Companies,3,US
Strata Manufacturing,Mubadala,4,US
PAL Group,U.A.E. Companies,3,US
Streit Group,U.A.E. Companies,3,US
Yahsat,U.A.E. Companies,3,US
U.S. Companies,"Companies (Competitors, Suppliers, Partners)",2,US
3D Robotics,U.S. Companies,3,US
3D Systems,U.S. Companies,3,US
3M Company,U.S. Companies,3,US
A. Finkl & Sons Corporation,U.S. Companies,3,US
AAR CORP,U.S. Companies,3,US
Abaco Systems,U.S. Companies,3,US
ABL Space Systems,U.S. Companies,3,US
Accenture Federal Services,U.S. Companies,3,US
Accion Systems,U.S. Companies,3,US
Ace Electronics,U.S. Companies,3,US
Ace Info Solutions,U.S. Companies,3,US
Acorn Growth Companies,U.S. Companies,3,US
ACT Aerospace,U.S. Companies,3,US
Actuate,U.S. Companies,3,US
Adams Communications & Engineering Technology,U.S. Companies,3,US
Adaptive Launch Solutions,U.S. Companies,3,US
Adcole Maryland Aeropace (AMA),U.S. Companies,3,US
Adcole Space,U.S. Companies,3,US
Advanced Ceramic Technology,U.S. Companies,3,US
Advanced Concepts and Technologies INTL,U.S. Companies,3,US
Advanced Simulation Technology (ASTi),U.S. Companies,3,US
Advanced Space,U.S. Companies,3,US
Advent International,U.S. Companies,3,US
AE Industrial,U.S. Companies,3,US
AE Industrial Partners,U.S. Companies,3,US
NuWave Solutions,AE Industrial Partners,4,US
Redwire,AE Industrial Partners,4,US
Aechelon Technology,U.S. Companies,3,US
AECOM Technology Corporation,U.S. Companies,3,US
AEgis Technologies,U.S. Companies,3,US
AerCap,U.S. Companies,3,US
Aerial Applications,U.S. Companies,3,US
Aerion Supersonic,U.S. Companies,3,US
Aero Precision,U.S. Companies,3,US
AeroDefense,U.S. Companies,3,US
Aerojet Rocketdyne,U.S. Companies,3,US
Aerospace Corporation,U.S. Companies,3,US
Aerostar International,U.S. Companies,3,US
Aerovel,U.S. Companies,3,US
AeroVironment,U.S. Companies,3,US
Aevum,U.S. Companies,3,US
Ainstein,U.S. Companies,3,US
Air Center Helicopters Inc. (ACHI),U.S. Companies,3,US
Air Tractor,U.S. Companies,3,US
Air USA,U.S. Companies,3,US
Airborne Tactical Advantage Company (ATAC),U.S. Companies,3,US
AirBoss,U.S. Companies,3,US
Aircraft Electronics Association,U.S. Companies,3,US
Airdyne Aerospace,U.S. Companies,3,US
Aireon,U.S. Companies,3,US
Airflow.aero,U.S. Companies,3,US
AirMap,U.S. Companies,3,US
Airspace Experience Technologies (ASX),U.S. Companies,3,US
Airspace Exploration Technologies (ASX),U.S. Companies,3,US
Alakai Technologies,U.S. Companies,3,US
Alaska Aerospace Corporation,U.S. Companies,3,US
Alaska Air,U.S. Companies,3,US
Alion,U.S. Companies,3,US
Allied Systems,U.S. Companies,3,US
Alloy Surfaces,U.S. Companies,3,US
Alta Devices,U.S. Companies,3,US
Altamira Technologies Corporation,U.S. Companies,3,US
Altavian,U.S. Companies,3,US
AM General,U.S. Companies,3,US
Amazon,U.S. Companies,3,US
Amazon Web Services,Amazon,4,US
Aerospace and Satellite Solutions,Amazon Web Services,5,US
Amentum,U.S. Companies,3,US
Ameresco,U.S. Companies,3,US
American Electronic Warfare Associates,U.S. Companies,3,US
American Holoptics,U.S. Companies,3,US
American Industrial Partners (AIP),U.S. Companies,3,US
Vertex,American Industrial Partners (AIP),4,US
American Roll-On Roll-Off Carrier Group (ARC),U.S. Companies,3,US
American Systems,U.S. Companies,3,US
AMETEK SCP,U.S. Companies,3,US
Amfuel,U.S. Companies,3,US
Ampaire,U.S. Companies,3,US
Amsec,U.S. Companies,3,US
Analytic Services,U.S. Companies,3,US
Analytical Space Inc.,U.S. Companies,3,US
Anduril,U.S. Companies,3,US
ANSER,U.S. Companies,3,US
ANSYS,U.S. Companies,3,US
ANSYS SCADE,ANSYS,4,US
Apogee Research,U.S. Companies,3,US
Apollo Fusion,U.S. Companies,3,US
Apple,U.S. Companies,3,US
Applied Minds,U.S. Companies,3,US
Applied Research Associates (ARA),U.S. Companies,3,US
Applied Technology Associates (ATA),U.S. Companies,3,US
"Applied Technology, Inc. (ATI)",U.S. Companies,3,US
Apptronik,U.S. Companies,3,US
ARCA Space Corporation,U.S. Companies,3,US
ArcelorMittal,U.S. Companies,3,US
Arconic,U.S. Companies,3,US
Arcturus,U.S. Companies,3,US
AREA-I,U.S. Companies,3,US
ARES Security Corporation (ASC),U.S. Companies,3,US
Arevo,U.S. Companies,3,US
Arista Aviation,U.S. Companies,3,US
Arkisys,U.S. Companies,3,US
Arm,U.S. Companies,3,US
Arma Aviation,U.S. Companies,3,US
Arnold Defense,U.S. Companies,3,US
Arotech,U.S. Companies,3,US
Artis LLC,U.S. Companies,3,US
Ascent Vision,U.S. Companies,3,US
Aspen Avionics,U.S. Companies,3,US
Assurance Technology Corporation,U.S. Companies,3,US
AST&Science,U.S. Companies,3,US
Astra Space,U.S. Companies,3,US
Astranis,U.S. Companies,3,US
Astro Digital,U.S. Companies,3,US
Astrobotic Technology,U.S. Companies,3,US
Astronautics,U.S. Companies,3,US
Astronics,U.S. Companies,3,US
ASV Global,U.S. Companies,3,US
AT&T,U.S. Companies,3,US
ATI,U.S. Companies,3,US
Atlas Space Operations,U.S. Companies,3,US
Auterion Government Solutions,U.S. Companies,3,US
AVX Aircraft,U.S. Companies,3,US
Axiom Space,U.S. Companies,3,US
BAE Systems Inc. [U.S. Subsidiary],U.S. Companies,3,US
Bofors,BAE Systems Inc. [U.S. Subsidiary],4,US
Ball Aerospace,U.S. Companies,3,US
BANC 3,U.S. Companies,3,US
Barbaricum,U.S. Companies,3,US
Batelle,U.S. Companies,3,US
BCG,U.S. Companies,3,US
Bechtel National,U.S. Companies,3,US
Beechcraft,U.S. Companies,3,US
Bel Fuse,U.S. Companies,3,US
Beta Technologies,U.S. Companies,3,US
Bethel Industries,U.S. Companies,3,US
Bigelow Aerospace,U.S. Companies,3,US
Black Cape,U.S. Companies,3,US
Black Hall Aerospace,U.S. Companies,3,US
Black River Systems,U.S. Companies,3,US
Black Sage Technologies,U.S. Companies,3,US
Black Swift Technologies (BST),U.S. Companies,3,US
Blackbar Engineering,U.S. Companies,3,US
BlackBird Partners,U.S. Companies,3,US
BlackSky,U.S. Companies,3,US
Blue Air Training,U.S. Companies,3,US
Blue Canyon Technologies,U.S. Companies,3,US
Blue Line,U.S. Companies,3,US
Blue Origin,U.S. Companies,3,US
Blustaq,U.S. Companies,3,US
BMNT,U.S. Companies,3,US
Boeing,U.S. Companies,3,US
Aurora Flight Sciences,Boeing,4,US
Boeing Capital Corporation,Boeing,4,US
Aircraft Financial Services,Boeing Capital Corporation,5,US
Boeing Aircraft Trading,Boeing Capital Corporation,5,US
"Defense, Space & Security Financial Services",Boeing Capital Corporation,5,US
Boeing Commercial Airplanes,Boeing,4,US
Boeing/Embraer - Commercial,Boeing Commercial Airplanes,5,US
Boeing Company Headquarters,Boeing,4,US
Boeing HorizonX,Boeing Company Headquarters,5,US
Wisk,Boeing HorizonX,6,US
Wisk New Zealand,Wisk,7,US
Boeing International Corp,Boeing Company Headquarters,5,US
Boeing NeXt,Boeing Company Headquarters,5,US
"Boeing Defense, Space & Security",Boeing,4,US
Boeing Autonomous Systems,"Boeing Defense, Space & Security",5,US
Argon ST,Boeing Autonomous Systems,6,US
Collaborative Autonomous Systems Laboratory,Boeing Autonomous Systems,6,US
"Insitu, Inc",Boeing Autonomous Systems,6,US
"Liquid Robotics, Inc",Boeing Autonomous Systems,6,US
Boeing Commercial Derivative Aircraft,"Boeing Defense, Space & Security",5,US
Boeing Global Operations,"Boeing Defense, Space & Security",5,US
Boeing Defence Australia,Boeing Global Operations,6,US
Boeing Missile and Weapon Systems,"Boeing Defense, Space & Security",5,US
Boeing Directed Energy & Strategic Systems,Boeing Missile and Weapon Systems,6,US
Laser & Electro-Optical Systems,Boeing Directed Energy & Strategic Systems,7,US
Strategic Missile Systems,Boeing Directed Energy & Strategic Systems,7,US
Boeing Integrated Air & Missile Defense,Boeing Missile and Weapon Systems,6,US
Boeing Missile & Weapons Division,Boeing Missile and Weapon Systems,6,US
Boeing Space and Launch Division,"Boeing Defense, Space & Security",5,US
Boeing Satellite Systems Division,Boeing Space and Launch Division,6,US
Mission Operations,Boeing Satellite Systems Division,7,US
"Satellite Systems International, Inc",Boeing Satellite Systems Division,7,US
Boeing Space Exploration,Boeing Space and Launch Division,6,US
Boeing Exploration Launch System,Boeing Space Exploration,7,US
Boeing Florida Operations,Boeing Space Exploration,7,US
Boeing International Space Station Business Unit,Boeing Space Exploration,7,US
Boeing Launch Products and Services,Boeing Space Exploration,7,US
Boeing Strategic Defense & Intelligence Systems,Boeing Space and Launch Division,6,US
Electronic and Information Systems,Boeing Strategic Defense & Intelligence Systems,7,US
Electronic Sensor and Intelligence Solutions,Boeing Strategic Defense & Intelligence Systems,7,US
"Boeing Strike, Surveillance and Mobility","Boeing Defense, Space & Security",5,US
Boeing Vertical Lift Division,"Boeing Defense, Space & Security",5,US
Phantom Works,"Boeing Defense, Space & Security",5,US
Phantom Works International,Phantom Works,6,US
Boeing Global Services,Boeing,4,US
Boeing Global Services - Commercial Services,Boeing Global Services,5,US
Boeing Global Services - Supply Chain,Boeing Global Services - Commercial Services,6,US
"Aviall Services, Inc",Boeing Global Services - Supply Chain,7,US
Boeing Global Services - Training & Professional Services (T&PS),Boeing Global Services - Commercial Services,6,US
Training & Flight Services,Boeing Global Services - Training & Professional Services (T&PS),7,US
Digital Aviation & Analytics,Boeing Global Services - Commercial Services,6,US
AerData B.V,Digital Aviation & Analytics,7,US
Boeing AnalytX,Digital Aviation & Analytics,7,US
Boeing Vancouver,Digital Aviation & Analytics,7,US
Continental DataGraphics,Digital Aviation & Analytics,7,US
Inventory Locator Service,Digital Aviation & Analytics,7,US
Jeppesen,Digital Aviation & Analytics,7,US
"Engineering, Modifications & Maintenance",Boeing Global Services - Commercial Services,6,US
Boeing Shanhai Aviation Services,"Engineering, Modifications & Maintenance",7,US
Boeing Technical Services & Modifications,"Engineering, Modifications & Maintenance",7,US
Boeing Global Services - Government,Boeing Global Services,5,US
"Engineering, Modifications & Maintenance",Boeing Global Services - Government,6,US
Integrated Logistics Division,Boeing Global Services - Government,6,US
Boeing Australia Holdings,Integrated Logistics Division,7,US
Boeing Defence UK Ltd,Integrated Logistics Division,7,US
Boeing Rotorcraft Support,Integrated Logistics Division,7,US
Training and Professional Services,Boeing Global Services - Government,6,US
Infrastructure Support Services,Training and Professional Services,7,US
Logistics Information Management Systems,Training and Professional Services,7,US
Training,Training and Professional Services,7,US
Tapestry Solutions,Boeing Global Services,5,US
Boeing Test and Evaluation,Boeing,4,US
Bollinger Shipyards,U.S. Companies,3,US
Boom Technology,U.S. Companies,3,US
Booz Allen Hamilton,U.S. Companies,3,US
BAH   ICM JV,Booz Allen Hamilton,4,US
Borsetta,U.S. Companies,3,US
Boston Dynamics,U.S. Companies,3,US
Braxton Technologies,U.S. Companies,3,US
BridgeComm,U.S. Companies,3,US
Bridger Aerospace,U.S. Companies,3,US
Bright Apps,U.S. Companies,3,US
Bristow,U.S. Companies,3,US
Brokk,U.S. Companies,3,US
BWX Technologies,U.S. Companies,3,US
Nuclear Operations Group,BWX Technologies,4,US
Bye Aerospace,U.S. Companies,3,US
C2 Technologies,U.S. Companies,3,US
C3.ai,U.S. Companies,3,US
CACI,U.S. Companies,3,US
Cadence Aerospace,U.S. Companies,3,US
Calibre Systems,U.S. Companies,3,US
Calspan Corporation,U.S. Companies,3,US
CalypsoAI,U.S. Companies,3,US
Capella Space,U.S. Companies,3,US
Capstone,U.S. Companies,3,US
Carlyle Group,U.S. Companies,3,US
Carnegie Mellon University - Software Engineering Institute,U.S. Companies,3,US
Carnegie Robotics,U.S. Companies,3,US
Caterpillar,U.S. Companies,3,US
Centauri,U.S. Companies,3,US
Charles River Analytics,U.S. Companies,3,US
Charles Stark Draper Laboratory,U.S. Companies,3,US
CHC Helicopter,U.S. Companies,3,US
Chooch Intelligence Technologies,U.S. Companies,3,US
CIRCOR,U.S. Companies,3,US
Cisco,U.S. Companies,3,US
Citadel,U.S. Companies,3,US
Coalition for Deep Space Exploration,U.S. Companies,3,US
Coastal Defense,U.S. Companies,3,US
Coastal Electronic,U.S. Companies,3,US
Cogniac,U.S. Companies,3,US
Cole Engineering Services,U.S. Companies,3,US
Columbia Helicopters,U.S. Companies,3,US
Commercial Spaceflight Federation,U.S. Companies,3,US
Communications & Power Industries (CPI),U.S. Companies,3,US
CPI ASC Signal Division,Communications & Power Industries (CPI),4,US
Comtech,U.S. Companies,3,US
Mission-Critical Technologies,Comtech,4,US
Concept Ltd,U.S. Companies,3,US
Constellis,U.S. Companies,3,US
Core Technologies,U.S. Companies,3,US
CPI Aerostructures,U.S. Companies,3,US
Crane Aerospace & Electronics,U.S. Companies,3,US
Cray,U.S. Companies,3,US
Crew Training International Inc (CTI),U.S. Companies,3,US
CTSi,U.S. Companies,3,US
Cuberg,U.S. Companies,3,US
Cubic,U.S. Companies,3,US
GATR Technologies,Cubic,4,US
Cubrc,U.S. Companies,3,US
Cummings Aerospace,U.S. Companies,3,US
Curtiss Wright,U.S. Companies,3,US
901D Holdings,Curtiss Wright,4,US
Cyxtera Federal,U.S. Companies,3,US
Data Link Solutions,U.S. Companies,3,US
Data Systems Analysts INC,U.S. Companies,3,US
Dataiku,U.S. Companies,3,US
DCS Corp,U.S. Companies,3,US
Dedrone,U.S. Companies,3,US
Deep Space Systems,U.S. Companies,3,US
Defense Systems and Solutions,U.S. Companies,3,US
Dell Technologies,U.S. Companies,3,US
Delta Resources,U.S. Companies,3,US
"Department 13 International Ltd, (D13)",U.S. Companies,3,US
Deployable Space Systems,U.S. Companies,3,US
Descartes Labs,U.S. Companies,3,US
DFI International,U.S. Companies,3,US
DigitalGlobe,U.S. Companies,3,US
Donaldson Company,U.S. Companies,3,US
Dovel Technologies,U.S. Companies,3,US
Draken,U.S. Companies,3,US
Draper,U.S. Companies,3,US
DreamPort,U.S. Companies,3,US
Drone Aviation,U.S. Companies,3,US
Duke Robotics,U.S. Companies,3,US
DynaLantic,U.S. Companies,3,US
Dynamic Aviation,U.S. Companies,3,US
Dynamis,U.S. Companies,3,US
DynCorp,U.S. Companies,3,US
Dynetics,U.S. Companies,3,US
DZYNE,U.S. Companies,3,US
EA-Baker,U.S. Companies,3,US
Eastern Shipbuilding,U.S. Companies,3,US
Eaton Aerospace,U.S. Companies,3,US
Echodyne,U.S. Companies,3,US
MESA Radars,Echodyne,4,US
Edgybees Inc.,U.S. Companies,3,US
Electra,U.S. Companies,3,US
Electric Power System (EPS),U.S. Companies,3,US
Elroy Air,U.S. Companies,3,US
ELTA North America,U.S. Companies,3,US
Emerson,U.S. Companies,3,US
Engility,U.S. Companies,3,US
Enstrom,U.S. Companies,3,US
Enview,U.S. Companies,3,US
Envitia,U.S. Companies,3,US
Epic Alabama,U.S. Companies,3,US
Epirus,U.S. Companies,3,US
"Erickson, Inc",U.S. Companies,3,US
Esri,U.S. Companies,3,US
Essentium,U.S. Companies,3,US
Esterline,U.S. Companies,3,US
Everest Technology,U.S. Companies,3,US
Excelitas,U.S. Companies,3,US
Excella,U.S. Companies,3,US
ExoAnalytic Solutions,U.S. Companies,3,US
Exos,U.S. Companies,3,US
Exquadrum,U.S. Companies,3,US
FAAC,U.S. Companies,3,US
Facebook,U.S. Companies,3,US
Fairbanks Morse,U.S. Companies,3,US
Falkonry,U.S. Companies,3,US
FarSounder,U.S. Companies,3,US
Fibertek,U.S. Companies,3,US
Filius Corporation,U.S. Companies,3,US
Firefly Aerospace,U.S. Companies,3,US
Firefly Black,U.S. Companies,3,US
First RF,U.S. Companies,3,US
FlexRadio,U.S. Companies,3,US
"Flight Research, Inc. (FRI)",U.S. Companies,3,US
FlightSafety International (FSI),U.S. Companies,3,US
FLIR Systems,U.S. Companies,3,US
Endeavor Robotics,FLIR Systems,4,US
Fluor,U.S. Companies,3,US
Fly Blade Inc,U.S. Companies,3,US
Fortinet,U.S. Companies,3,US
FRAEN Corporation,U.S. Companies,3,US
Rheinmetall Fraen Fuzes,FRAEN Corporation,4,US
Freewave Technologies,U.S. Companies,3,US
Fregata Systems,U.S. Companies,3,US
Frequency Electronics (FEI),U.S. Companies,3,US
Frontier Aerospace,U.S. Companies,3,US
GA Telesis,U.S. Companies,3,US
Galois,U.S. Companies,3,US
Garmin,U.S. Companies,3,US
GECO,U.S. Companies,3,US
General Atomics (GA),U.S. Companies,3,US
General Atomics Aeronautical Systems,General Atomics (GA),4,US
General Atomics Electromagnetic Systems Group,General Atomics (GA),4,US
General Atomics Energy & Advanced Concepts (E&AC) Group,General Atomics (GA),4,US
General Atomics Systems Integration,General Atomics (GA),4,US
Integrated Intelligence Center (I2C),General Atomics (GA),4,US
General Dynamics,U.S. Companies,3,US
General Dynamics Aerospace Group,General Dynamics,4,US
General Dynamics Jet Aviation,General Dynamics Aerospace Group,5,US
Gulfstream,General Dynamics Aerospace Group,5,US
General Dynamics Combat Systems Group,General Dynamics,4,US
General Dynamics European Land Systems,General Dynamics Combat Systems Group,5,US
General Dynamics European Land Systems-Santa Bárbara Sistemas (GDELS-SBS),General Dynamics European Land Systems,6,US
General Dynamics Land Systems,General Dynamics Combat Systems Group,5,US
General Dynamics Land Systems Canada,General Dynamics Combat Systems Group,5,US
General Dynamics Ordnance and Tactical Systems,General Dynamics Combat Systems Group,5,US
General Dynamics Information Systems & Technology Group,General Dynamics,4,US
General Dynamics Information Technology,General Dynamics Information Systems & Technology Group,5,US
"CSRA, Inc",General Dynamics Information Technology,6,US
General Dynamics Global Solutions Division,General Dynamics Information Technology,6,US
General Dynamics Health and Civilian Solutions Division,General Dynamics Information Technology,6,US
General Dynamics Intelligence Solutions Division,General Dynamics Information Technology,6,US
"SC3, LLC",General Dynamics Information Technology,6,US
General Dynamics Mission Systems,General Dynamics Information Systems & Technology Group,5,US
General Dynamics Cyber and Electronic Warfare,General Dynamics Mission Systems,6,US
"GPS Source, Inc.",General Dynamics Cyber and Electronic Warfare,7,US
General Dynamics Ground Systems,General Dynamics Mission Systems,6,US
General Dynamics Maritime & Strategic Systems (M&SS),General Dynamics Mission Systems,6,US
General Dynamics Mission Systems - International Division,General Dynamics Mission Systems,6,US
General Dynamics Mission Systems C4ISR,General Dynamics Mission Systems,6,US
General Dynamics Space and Intelligence Systems,General Dynamics Mission Systems,6,US
SATCOM Technologies,General Dynamics Mission Systems,6,US
General Dynamics Marine Systems Group,General Dynamics,4,US
Bath Iron Works Corporation,General Dynamics Marine Systems Group,5,US
Electric Boat Corporation,General Dynamics Marine Systems Group,5,US
Applied Physical Sciences (APS),Electric Boat Corporation,6,US
General Dynamics NASSCO,General Dynamics Marine Systems Group,5,US
General Electric,U.S. Companies,3,US
GE Aviation,General Electric,4,US
CFM International,GE Aviation,5,US
Tusas / Turkish Engine Industries (TEI),General Electric,4,US
General Motors (GM),U.S. Companies,3,US
Generation Orbit Launch Services,U.S. Companies,3,US
Genesys Aerosystems,U.S. Companies,3,US
Geollect,U.S. Companies,3,US
Georgia Tech Applied Research,U.S. Companies,3,US
Geospace,U.S. Companies,3,US
Geost Inc.,U.S. Companies,3,US
Ghost Robotics,U.S. Companies,3,US
Gibbs & Cox,U.S. Companies,3,US
Global Air Logistics Training,U.S. Companies,3,US
Global Airtanker Service Company,U.S. Companies,3,US
Goodrich Corporation,U.S. Companies,3,US
Google,U.S. Companies,3,US
Govini,U.S. Companies,3,US
Graffiti Enterprises,U.S. Companies,3,US
Guardtime Federal,U.S. Companies,3,US
Guidehouse,U.S. Companies,3,US
Gulf Island Fabrication,U.S. Companies,3,US
Hawker Pacific Aerospace,U.S. Companies,3,US
Hawkeye360,U.S. Companies,3,US
HDT Global,U.S. Companies,3,US
Heckler & Koch,U.S. Companies,3,US
Heico,U.S. Companies,3,US
Rocky Mountain Hydrostatics,Heico,4,US
Hellebore Consulting Group,U.S. Companies,3,US
Hensel Phelps,U.S. Companies,3,US
Hewlett-Packard (HP),U.S. Companies,3,US
Hillwood Aviation,U.S. Companies,3,US
HITRUST,U.S. Companies,3,US
Hivemapper,U.S. Companies,3,US
Honeywell,U.S. Companies,3,US
Advanced Turbine Engine Company,Honeywell,4,US
Honeywell Aerospace,Honeywell,4,US
Hood Tech Mechanical,U.S. Companies,3,US
Houston Mechatronics,U.S. Companies,3,US
"Hoverfly Technologies, Inc.",U.S. Companies,3,US
Howmet Aerospace,U.S. Companies,3,US
Hughes,U.S. Companies,3,US
Huntington Ingalls,U.S. Companies,3,US
Hybrid Project,U.S. Companies,3,US
Hydroid,U.S. Companies,3,US
Hypergiant,U.S. Companies,3,US
HyperSat,U.S. Companies,3,US
HyPoint,U.S. Companies,3,US
IAP Worldwide Services,U.S. Companies,3,US
IBM,U.S. Companies,3,US
IBM Services,IBM,4,US
ICON Aviation,U.S. Companies,3,US
ICON Technology,U.S. Companies,3,US
IDenTV,U.S. Companies,3,US
IEC Infrared Systems,U.S. Companies,3,US
IERUS Technologies,U.S. Companies,3,US
iGov Technologies,U.S. Companies,3,US
IJK Controls,U.S. Companies,3,US
Illumio,U.S. Companies,3,US
Immersive Wisdom,U.S. Companies,3,US
Impossible Aerospace,U.S. Companies,3,US
IMSAR,U.S. Companies,3,US
Information Sharing and Analysis Centers (ISACs),U.S. Companies,3,US
Initium Aerospace,U.S. Companies,3,US
Innovative Automation Technologies,U.S. Companies,3,US
Integrated Surveillance and Defense Inc.,U.S. Companies,3,US
Integration Applications Inc. (IAI),U.S. Companies,3,US
Integration Innovation Inc.,U.S. Companies,3,US
Intel,U.S. Companies,3,US
Intelsat General Communications,U.S. Companies,3,US
InterDigital,U.S. Companies,3,US
Intuitive Machines,U.S. Companies,3,US
Intuitive Research and Technology,U.S. Companies,3,US
IOMAX,U.S. Companies,3,US
Iridium,U.S. Companies,3,US
ITT-Enidine,U.S. Companies,3,US
IXI Technology,U.S. Companies,3,US
Jacobs,U.S. Companies,3,US
Janicki Industries,U.S. Companies,3,US
Jankel,U.S. Companies,3,US
Jaunt,U.S. Companies,3,US
JetLease,U.S. Companies,3,US
Jetoptera,U.S. Companies,3,US
Joby Aviation,U.S. Companies,3,US
Johns Hopkins APL,U.S. Companies,3,US
Kaman Aerospace,U.S. Companies,3,US
Kansas City National Security Campus,U.S. Companies,3,US
Karem Aircraft,U.S. Companies,3,US
KBR,U.S. Companies,3,US
KBRWyle,U.S. Companies,3,US
Kellstrom Defense Aerospace,U.S. Companies,3,US
Kespry,U.S. Companies,3,US
KeyW,U.S. Companies,3,US
Khronos Group,U.S. Companies,3,US
Kilgore Flares,U.S. Companies,3,US
Kitty Hawk,U.S. Companies,3,US
Wisk,Kitty Hawk,4,US
Knight s Armament Company,U.S. Companies,3,US
Kollsman,U.S. Companies,3,US
Kopin Corporation,U.S. Companies,3,US
Kord Technologies,U.S. Companies,3,US
KPS Capital Partners,U.S. Companies,3,US
Kratos Defense & Security Solutions,U.S. Companies,3,US
Kratos C5ISR Modular Systems,Kratos Defense & Security Solutions,4,US
L2 Aerospace,U.S. Companies,3,US
L3Harris Technologies,U.S. Companies,3,US
Aviation Systems,L3Harris Technologies,4,US
Communications Systems,L3Harris Technologies,4,US
Land Environment Tactical Communication and Information Services & Systems,Communications Systems,5,US
Harris,L3Harris Technologies,4,US
Harris Communication Systems Segment,Harris,5,US
Harris Night Vision and Communications Solutions,Harris Communication Systems Segment,6,US
Harris Public Safety and Professional Communications,Harris Communication Systems Segment,6,US
