name,parent
U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center,Combat Capability Development Command (CCDC)
"Aeroflightdynaamics Directorate (AFDD, Code Y)",U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center
Flight Projects Office (Code YF),"Aeroflightdynaamics Directorate (AFDD, Code Y)"
"Software, Simulations, Systems Engineering & Integration (S3I)",U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center
Systems Readiness Directorate,U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center
Technology Development Directorate,U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center
U.S. Army Combat Capabilities Development Command (CCDC) C5ISR Center,Combat Capability Development Command (CCDC)
"Command, Power and Integration Directorate (CP&ID)",U.S. Army Combat Capabilities Development Command (CCDC) C5ISR Center
Intelligence and Information Warfare Directorate,"Command, Power and Integration Directorate (CP&ID)"
Space and Terrestrial Communications Directorate (S&TCD),U.S. Army Combat Capabilities Development Command (CCDC) C5ISR Center
U.S. Army Combat Capabilities Development Command (CCDC) Chemical Biological Center,Combat Capability Development Command (CCDC)
U.S. Army Combat Capabilities Development Command (CCDC) Data & Analysis Center,Combat Capability Development Command (CCDC)
U.S. Army Combat Capabilities Development Command (CCDC) Ground Vehicle Systems Center (GVSC),Combat Capability Development Command (CCDC)
U.S. Army Combat Capabilities Development Command (CCDC) Soldier Center,Combat Capability Development Command (CCDC)
Combat Systems Directorate (CSD),Army Futures Command (AFC)
Cross-Functional Teams (CFTs),Army Futures Command (AFC)
Air and Missile Defense Cross Functional Team (CFT),Cross-Functional Teams (CFTs)
"Assured Positioning, Navigation and Timing (APNT) Cross Functional Team (CFT)",Cross-Functional Teams (CFTs)
Future Vertical Lift (FVL) Cross Functional Team (CFT),Cross-Functional Teams (CFTs)
Long-Range Precision Fires (LRPF) Cross Functional Team (CFT),Cross-Functional Teams (CFTs)
Network Cross Functional Team (CFT),Cross-Functional Teams (CFTs)
Next-Generation Combat Vehicle (NGCV) Cross Functional Team (CFT),Cross-Functional Teams (CFTs)
Soldier Lethality Cross Functional Team (CFT),Cross-Functional Teams (CFTs)
Synthetic Training Environment (STE) Cross Functional Team (CFT),Cross-Functional Teams (CFTs)
Futures and Concepts Center (FCC),Army Futures Command (AFC)
Cyber Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Futures and Concepts Center (FCC)
Fires Center of Excellence Capabilities (CoE) Development and Integration Directorate (CDID),Futures and Concepts Center (FCC)
Joint Modernization Command,Futures and Concepts Center (FCC)
Maneuver Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Futures and Concepts Center (FCC)
Mission Command Center of Excellence (CoE) Capabilities Development & Integration Directorate (CDID),Futures and Concepts Center (FCC)
U.S. Army Futures and Concepts Center (FCC) Research & Analysis Center,Futures and Concepts Center (FCC)
Army Materiel Command (AMC),"Headquarters, Department of the Army"
Army Contracting Command (ACC),Army Materiel Command (AMC)
Army Office of Business Transformation (OBT),Army Materiel Command (AMC)
Army Security Assistance Command (USASAC),Army Materiel Command (AMC)
Army Sustainment Command (ASC),Army Materiel Command (AMC)
Aviation and Missile Command (AMCOM),Army Materiel Command (AMC)
Communications and Electronics Command (CECOM),Army Materiel Command (AMC)
Installation Management Command,Army Materiel Command (AMC)
Joint Munitions Command / Joint Munitions & Lethality Life Cycle Management Command (JMC),Army Materiel Command (AMC)
Medical Logistics Command,Army Materiel Command (AMC)
Military Surface Deployment and Distribution Command (SDDC),Army Materiel Command (AMC)
Tank-Automotive and Armaments Command (TACOM),Army Materiel Command (AMC)
Forces Command (FORSCOM),"Headquarters, Department of the Army"
Army Cyber Command (ARCYBER),Forces Command (FORSCOM)
Office of the U.S. Army Deputy Chief of Staff G-8,"Headquarters, Department of the Army"
Training and Doctrine Command (TRADOC),"Headquarters, Department of the Army"
Army Combined Arms Center (USACAC),Training and Doctrine Command (TRADOC)
Cyber Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Training and Doctrine Command (TRADOC)
Fires Center of Excellence Capabilities (CoE) Development and Integration Directorate (CDID),Training and Doctrine Command (TRADOC)
Maneuver Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Training and Doctrine Command (TRADOC)
Mission Command Center of Excellence (CoE) Capabilities Development & Integration Directorate (CDID),Training and Doctrine Command (TRADOC)
U.S. Army Aviation Center of Excellence (USAACE),Training and Doctrine Command (TRADOC)
Rapid Capabilities and Critical Technologies Office (RCCTO),Secretary of the Army / U.S. Army (USA)
Department of the Navy (DoN),Department of Defense (DoD)
Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC),Department of the Navy (DoN)
Expeditionary Advanced Base Operations,Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC)
Marine Corps Combat Development Command (MCCDC),Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC)
Marine Corps Warfighting Lab,Marine Corps Combat Development Command (MCCDC)
Marine Corps Rapid Capabilities Office (RCO),Marine Corps Warfighting Lab
Training and Education Command (TECOM),Marine Corps Combat Development Command (MCCDC)
Marine Corps Systems Command (MARCOR SYSCOM),Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC)
"Joint Program Executive Office for Chemical, Biological, Radiological, Nuclear Defense (JPEO-CBRN)",Marine Corps Systems Command (MARCOR SYSCOM)
Marine Corps Tactical Systems Support Activity (MCTSSA),Marine Corps Systems Command (MARCOR SYSCOM)
Amphibious Vehicle Test Branch (AVTB),Marine Corps Tactical Systems Support Activity (MCTSSA)
Portfolio Manager Command Element Systems (PfM CES),Marine Corps Systems Command (MARCOR SYSCOM)
Program Manager Command and Control Systems (PM C2),Portfolio Manager Command Element Systems (PfM CES)
Program Manager Communication Systems (PM COMMS),Portfolio Manager Command Element Systems (PfM CES)
Program Manager Intelligence Systems (PM INTEL),Portfolio Manager Command Element Systems (PfM CES)
Portfolio Manager Ground Combat Element Systems (PfM GCES),Marine Corps Systems Command (MARCOR SYSCOM)
Program Manager Fires (PM FIRES),Portfolio Manager Ground Combat Element Systems (PfM GCES)
Program Manager Infantry Combat Equipment (PM ICE),Portfolio Manager Ground Combat Element Systems (PfM GCES)
Program Manager Infantry Weapons (PM IW),Portfolio Manager Ground Combat Element Systems (PfM GCES)
Portfolio Manager Logistics Combat Element Systems (PfM LCES),Marine Corps Systems Command (MARCOR SYSCOM)
Program Manager Ammunition (PM AMMO),Portfolio Manager Logistics Combat Element Systems (PfM LCES)
Program Manager Engineering Systems (PM ENG SYS),Portfolio Manager Logistics Combat Element Systems (PfM LCES)
Program Manager Supply & Maintenance Systems (PM SUP/MAINT SYS),Portfolio Manager Logistics Combat Element Systems (PfM LCES)
Portfolio Manager Supporting Establishment Systems (PfM SES),Marine Corps Systems Command (MARCOR SYSCOM)
Program Manager Applications (PM APPS),Portfolio Manager Supporting Establishment Systems (PfM SES)
Program Manager Customer Support & Strategic Sourcing (PM CS3),Portfolio Manager Supporting Establishment Systems (PfM SES)
Program Manager Marine Corps Cyber Ops (PM MC Cyber),Portfolio Manager Supporting Establishment Systems (PfM SES)
Program Manager Network & Infrastructure (PM NI),Portfolio Manager Supporting Establishment Systems (PfM SES)
Program Manager Wargaming Capability (PM WGC),Portfolio Manager Supporting Establishment Systems (PfM SES)
Program Executive Officer Enterprise Information Systems (PEO EIS),Marine Corps Systems Command (MARCOR SYSCOM)
Enterprise Software Licensing Program Office (PMW 172.4),Program Executive Officer Enterprise Information Systems (PEO EIS)
Enterprise Systems and Services Program Office (PMW 250),Program Executive Officer Enterprise Information Systems (PEO EIS)
Global Combat Support Systems - Marine Corps Program Office (PMW 230),Program Executive Officer Enterprise Information Systems (PEO EIS)
Naval Enterprise Networks Program Office (PMW 205),Program Executive Officer Enterprise Information Systems (PEO EIS)
Navy Commercial Cloud Services Program Office (PMW 270),Program Executive Officer Enterprise Information Systems (PEO EIS)
Navy Enterprise Business Solutions Program Office (PMW 220),Program Executive Officer Enterprise Information Systems (PEO EIS)
Enterprise Resource Planning System,Program Executive Officer Enterprise Information Systems (PEO EIS)
Navy Maritime Maintenance Enterprise Solution - Technical Refresh (PMW 444),Program Executive Officer Enterprise Information Systems (PEO EIS)
Navy Sensitive Compartmented Information and Controlled Access Program Networks Ashore (PMW 260),Program Executive Officer Enterprise Information Systems (PEO EIS)
Sea Warrior Program Office (PMW 240),Program Executive Officer Enterprise Information Systems (PEO EIS)
Special Access Program Networks Program Office (PMW 280),Program Executive Officer Enterprise Information Systems (PEO EIS)
Program Executive Officer Land Systems (PEO LS),Marine Corps Systems Command (MARCOR SYSCOM)
Program Manager Advanced Amphibious Assault (PM AAA),Program Executive Officer Land Systems (PEO LS)
Program Manager Air Command and Control Sensor Netting (PM AC2SN),Program Executive Officer Land Systems (PEO LS)
Program Manager Ground Air Task Oriented Radar (PM G/ATOR),Program Executive Officer Land Systems (PEO LS)
Program Manager Ground Based Air Defense (PM GBAD),Program Executive Officer Land Systems (PEO LS)
Marine Air Defense Integrated System (MADIS),Program Manager Ground Based Air Defense (PM GBAD)
Program Manager Light Tactical Vehicles (PM LTV),Program Executive Officer Land Systems (PEO LS)
Program Manager Medium and Heavy Tactical Vehicles (PM M&HTV),Program Executive Officer Land Systems (PEO LS)
Program Manager Towed Artillery Systems (PM TAS),Program Executive Officer Land Systems (PEO LS)
Program Manager for Light Armored Vehicles (PM LAV) / Light Armored Vehicles (PM 120),Marine Corps Systems Command (MARCOR SYSCOM)
Program Manager Training Systems (PM TRASYS) / Training Systems (PMM-130),Marine Corps Systems Command (MARCOR SYSCOM)
USMC Counter-Unmanned Aircraft System (C-UAS),Marine Corps Systems Command (MARCOR SYSCOM)
Secretary of the Navy (SECNAV) / U.S. Navy (USN),Department of the Navy (DoN)
"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",Secretary of the Navy (SECNAV) / U.S. Navy (USN)
"Joint Program Executive Office for Chemical, Biological, Radiological, Nuclear Defense (JPEO-CBRN)","Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Military Sealift Command (MSC),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Naval Expeditions (NavalX) Agility Office,"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Tech Bridges,Naval Expeditions (NavalX) Agility Office
Capital Tech Bridge,Tech Bridges
Central Coast Tech Bridge,Tech Bridges
Central Florida Tech Bridge,Tech Bridges
Inland Empire Tech Bridge,Tech Bridges
Mid Atlantic Tech Bridge,Tech Bridges
Midwest Tech Bridge,Tech Bridges
Northeast Tech Bridge,Tech Bridges
Northwest Tech Bridge,Tech Bridges
Palmetto Tech Bridge,Tech Bridges
SoCal Tech Bridge,Tech Bridges
Southern Maryland Tech Bridge,Tech Bridges
Ventura Tech Bridge,Tech Bridges
Office of Naval Research (ONR),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Naval Research Laboratory (NRL),Office of Naval Research (ONR)
"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)","Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Air Anti-Submarine Warfare Systems Program Office (PMA-264),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
"E-6 Airborne Strategic Command, Control and Communications (C3) Program Office (PMA-271)","Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
H-1 Program Office (PMA-276),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
H-53 Heavy Lift Helicopters Program Office (PMA-261),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
H-60 Multi-Mission Helicopters Program Office (PMA-299),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
Maritime Patrol and Reconnaissance Aircraft Program Office (PMA-290),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
Presidential Helicopters Program Office (PMA-274),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
Tactical Airlift Program Office (PMA-207),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
V-22 Joint Program Office (PMA-275),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)"
Program Executive Officer Aircraft Carriers (PEO CV),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
CVN 78 Class Program Office (PMS 378),Program Executive Officer Aircraft Carriers (PEO CV)
CVN 79/80 Program Office (PMS 379),Program Executive Officer Aircraft Carriers (PEO CV)
In-Service Aircraft Carrier Program Office (PMS 312),Program Executive Officer Aircraft Carriers (PEO CV)
Program Executive Officer Columbia (Columbia 397),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)","Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Battlespace Awareness and Information Operations Program Office (PMW 120),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Carrier and Air Integration Program Office (PMW 750),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Command and Control Systems Program Office (PMW 150),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Communications and GPS Navigation Program Office (PMW/A 170),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Information Assurance and Cyber Security Program Office (PMW 130),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
International C4I Integration Program Office (PMW 740),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Ship Integration Program Office (PMW 760),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Shore And Expeditionary Integration Program Office (PMW 790),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Tactical Networks Program Office (PMW 160),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Undersea Communications and Integration Program Office (PMW 770),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)"
Program Executive Officer Digital and Enterprise Services (PEO Digital),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Program Executive Officer Enterprise Information Systems (PEO EIS),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Program Executive Officer Integrated Warfare Systems (PEO IWS),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Program Executive Officer Joint Strike Fighter (PEO JSF),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
F-35 Joint Program Office (JPO),Program Executive Officer Joint Strike Fighter (PEO JSF)
Program Executive Officer Land Systems (PEO LS),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Program Executive Officer Manpower Logistics and Business Solutions (PEO MLB),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Program Executive Officer Ships (PEO Ships),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Amphibious Warfare Program Office (PMS 377),Program Executive Officer Ships (PEO Ships)
DDG 1000 Program Office (PMS 500),Program Executive Officer Ships (PEO Ships)
DDG 51 Program Office (PMS 400D),Program Executive Officer Ships (PEO Ships)
Electric Ships Office (PMS 320),Program Executive Officer Ships (PEO Ships)
LPD 17/LX(R) Program Office (PMS 317),Program Executive Officer Ships (PEO Ships)
Ships Acquisition Management (Ships AM),Program Executive Officer Ships (PEO Ships)
Strategic and Theater Sealift Program Office (PMS 385),Program Executive Officer Ships (PEO Ships)
"Support Ships, Boats and Craft Program Office (PMS 325)",Program Executive Officer Ships (PEO Ships)
Program Executive Officer Space Systems,"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Program Executive Officer Submarines (PEO SUB),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Maritime Surveillance Systems Program Office (PMS 485),Program Executive Officer Submarines (PEO SUB)
Program Executive Officer Columbia (Columbia 397),Program Executive Officer Submarines (PEO SUB)
Submarine Acoustic Systems Program Office (PMS 401),Program Executive Officer Submarines (PEO SUB)
Submarine Combat and Weapons Control Program Office (PMS 425),Program Executive Officer Submarines (PEO SUB)
Submarine Electromagnetic Systems Program Office (PMS 435),Program Executive Officer Submarines (PEO SUB)
Undersea Defensive Warfare Systems Program Office (PMS 415),Program Executive Officer Submarines (PEO SUB)
Undersea Weapons Program Office (PMS 404),Program Executive Officer Submarines (PEO SUB)
VIRGINIA Class Program Office (PMS 450),Program Executive Officer Submarines (PEO SUB)
Program Executive Officer Tactical Aircraft Programs (PEO-T),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Advanced Tactical Aircraft Protection Systems Program Office (PMA-272),Program Executive Officer Tactical Aircraft Programs (PEO-T)
Airborne Electronic Attack Program Office (PMA-234),Program Executive Officer Tactical Aircraft Programs (PEO-T)
Aircraft Launch and Recovery Equipment Program Office (PMA-251),Program Executive Officer Tactical Aircraft Programs (PEO-T)
Air-to-Air Missiles Program Office (PMA-259),Program Executive Officer Tactical Aircraft Programs (PEO-T)
AV-8B Weapon Systems Program Office (PMA-257),Program Executive Officer Tactical Aircraft Programs (PEO-T)
E-2/C-2 Airborne Command and Control Systems Program Office (PMA-231),Program Executive Officer Tactical Aircraft Programs (PEO-T)
F/A-18 and EA-18G Program Office (PMA-265),Program Executive Officer Tactical Aircraft Programs (PEO-T)
Naval Air Traffic Management Systems Program Office (PMA-213),Program Executive Officer Tactical Aircraft Programs (PEO-T)
Naval Undergraduate Flight Training Systems Program Office (PMA-273),Program Executive Officer Tactical Aircraft Programs (PEO-T)
Precision Strike Weapons Program Office (PMA-201),Program Executive Officer Tactical Aircraft Programs (PEO-T)
Program Executive Officer Unmanned and Small Combatants (PEO USC),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Frigate Program Office (PMS 515),Program Executive Officer Unmanned and Small Combatants (PEO USC)
International Small Combatants Program Office (PMS 525),Program Executive Officer Unmanned and Small Combatants (PEO USC)
LCS Fleet Introduction & Sustainment Program Office (PMS 505),Program Executive Officer Unmanned and Small Combatants (PEO USC)
LCS Mission Modules Program Office (PMS 420),Program Executive Officer Unmanned and Small Combatants (PEO USC)
Littoral Combat Ships Program Office (PMS 501),Program Executive Officer Unmanned and Small Combatants (PEO USC)
Mine Warfare Program Office (PMS 495),Program Executive Officer Unmanned and Small Combatants (PEO USC)
Unmanned Maritime Systems Program Office (PMS 406),Program Executive Officer Unmanned and Small Combatants (PEO USC)
Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Aerial Target & Decoy Systems Program Office (PMA-208),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Common Standards and Interoperability (CSI) Office,Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Direct & Time Sensitive Weapons Program Office (PMA-242),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Multi-Mission Tactical UAS Program Office (PMA-266),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Navy & Marine Corps Small Tactical Unmanned Aircraft Systems Program Office (PMA-263),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Persistent Maritime Unmanned Aircraft Systems Program Office (PMA-262),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Precision Strike Weapons Program Office (PMA-201),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Strike Planning and Execution Systems Program Office (PMA-281),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Tomahawk Weapons Systems Program Office (PMA-280),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Unmanned Combat Air System Demonstration Program Office (PMA-268),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W)
Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)"
Emerging Missions,Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM)
Navy Treaty Implementation Program (NTIP),Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM)
Nuclear Weapons Security (NWS),Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM)
Payload Integrator,Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM)
Office of the Chief of Naval Operations (OPNAV / CNO Office),Secretary of the Navy (SECNAV) / U.S. Navy (USN)
Military Sealift Command (MSC),Office of the Chief of Naval Operations (OPNAV / CNO Office)
Naval Air Systems Command (NAVAIR),Office of the Chief of Naval Operations (OPNAV / CNO Office)
Naval Air Warfare Center Aircraft Division (NAWCAD),Naval Air Systems Command (NAVAIR)
AIRWorks,Naval Air Warfare Center Aircraft Division (NAWCAD)
Naval Air Warfare Center Training Systems Division (NAWCTSD),Naval Air Systems Command (NAVAIR)
Naval Air Warfare Center Weapons Division (NAWCWD),Naval Air Systems Command (NAVAIR)
Naval Sustainment System-Aviation (NSS-A),Naval Air Systems Command (NAVAIR)
"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",Naval Air Systems Command (NAVAIR)
Program Executive Officer Common Systems (PEO CS),Naval Air Systems Command (NAVAIR)
Specialized and Proven Aircraft Program Office (PMA 226),Program Executive Officer Common Systems (PEO CS)
Program Executive Officer Joint Strike Fighter (PEO JSF),Naval Air Systems Command (NAVAIR)
Program Executive Officer Tactical Aircraft Programs (PEO-T),Naval Air Systems Command (NAVAIR)
Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),Naval Air Systems Command (NAVAIR)
Naval Education and Training Command (NETC),Office of the Chief of Naval Operations (OPNAV / CNO Office)
Center for Surface Combat Systems (CSCS),Naval Education and Training Command (NETC)
Chief of Naval Air Training (CNATRA),Naval Education and Training Command (NETC)
Naval Facilities Engineering Command (NAVFAC),Office of the Chief of Naval Operations (OPNAV / CNO Office)
Naval Information Forces (NAVIFOR),Office of the Chief of Naval Operations (OPNAV / CNO Office)
Naval Information Warfare Center (NIWC),Naval Information Forces (NAVIFOR)
Naval Information Warfare Center Atlantic (NIWC Atlantic),Naval Information Warfare Center (NIWC)
Naval Information Warfare Center Pacific (NIWC Pacific),Naval Information Warfare Center (NIWC)
Naval Information Warfighting Development Center (NIWDC),Naval Information Forces (NAVIFOR)
Naval Information Warfare Systems Command (NAVWAR),Office of the Chief of Naval Operations (OPNAV / CNO Office)
"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",Naval Information Warfare Systems Command (NAVWAR)
Program Executive Officer Enterprise Information Systems (PEO EIS),Naval Information Warfare Systems Command (NAVWAR)
Program Executive Officer Space Systems,Naval Information Warfare Systems Command (NAVWAR)
Naval Sea Systems Command (NAVSEA),Office of the Chief of Naval Operations (OPNAV / CNO Office)
Cyber Engineering and Digital Transformation Directorate (SEA 03),Naval Sea Systems Command (NAVSEA)
Field Activities,Naval Sea Systems Command (NAVSEA)
Shipyards,Field Activities
Norfolk Navy Shipyard,Shipyards
Technology and Innovation Laboratory,Norfolk Navy Shipyard
Naval Surface Warfare Center (NSWC),Naval Sea Systems Command (NAVSEA)
Naval Surface Warfare Center Crane Division,Naval Sea Systems Command (NAVSEA)
Naval Surface Warfare Center Dahlgren Division (NSWCDD),Naval Surface Warfare Center (NSWC)
Naval Surface Warfare Center Philadelphia Division (NSWCPD),Naval Surface Warfare Center (NSWC)
Naval Systems Engineering Directorate (SEA 05),Naval Sea Systems Command (NAVSEA)
Naval Undersea Warfare Center (NUWC),Naval Sea Systems Command (NAVSEA)
Nuclear Propulsion Directorate (SEA 08),Naval Sea Systems Command (NAVSEA)
Program Executive Officer Aircraft Carriers (PEO CV),Naval Sea Systems Command (NAVSEA)
Program Executive Officer Integrated Warfare Systems (PEO IWS),Naval Sea Systems Command (NAVSEA)
Program Executive Officer Ships (PEO Ships),Naval Sea Systems Command (NAVSEA)
Program Executive Officer Submarines (PEO SUB),Naval Sea Systems Command (NAVSEA)
Program Executive Officer Unmanned and Small Combatants (PEO USC),Naval Sea Systems Command (NAVSEA)
Naval Supply Systems Command (NAVSUP),Office of the Chief of Naval Operations (OPNAV / CNO Office)
DoD Chief Management Office,Department of Defense (DoD)
Electromagnetic Spectrum Operations Cross Functional Team,Department of Defense (DoD)
Joint Electronic Warfare Center,Department of Defense (DoD)
Missile Defense Agency (MDA),Department of Defense (DoD)
National Geospatial Intelligence Agency (NGA),Department of Defense (DoD)
"Office of the Director, Operational Test and Evaluation (ODOT&E)",Department of Defense (DoD)
Office of the Secretary of Defense (OSD),Department of Defense (DoD)
Office of the Undersecretary for Personnel and Readiness - OUSD(P&R),Office of the Secretary of Defense (OSD)
Assistant Secretary of Defense for Readiness,Office of the Undersecretary for Personnel and Readiness - OUSD(P&R)
Close Combat Lethality Task Force,Assistant Secretary of Defense for Readiness
Office of the Undersecretary of Defense (Comptroller),Office of the Secretary of Defense (OSD)
Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S),Office of the Secretary of Defense (OSD)
"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)",Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S)
"Assistant Secretary of the Army (Acquisition, Logistics and Technology) - ASA(ALT)",Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S)
"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S)
Ground Based Air Defense (GBAD) System [USN],Program Manager Ground Based Air Defense (PM GBAD)
Joint Acquisition Task Force,Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S)
Joint Requirements Oversight Council (JROC),Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S)
Army Requirements Oversight Council (AROC),Joint Requirements Oversight Council (JROC)
Office of Manufacturing and Industrial Base Policy (MIBP),Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S)
Space Acquisition & Integration (SAF/SP),Office of the Undersecretary of Defense for Acquisition and Sustainment - OUSD(A&S)
"Office of the Undersecretary of Defense for Nuclear, Chemical, and Biological Defense Programs",Office of the Secretary of Defense (OSD)
"Assistant Secretary of Defense for Nuclear, Chemical, and Biological Defense Programs","Office of the Undersecretary of Defense for Nuclear, Chemical, and Biological Defense Programs"
Office of the Undersecretary of Defense for Policy - OUSD(P),Office of the Secretary of Defense (OSD)
Assistant Secretary of Defense for Special Operations / Low-Intensity Conflict,Office of the Undersecretary of Defense for Policy - OUSD(P)
Combating Terrorism Technical Support Office (CTTSO),Assistant Secretary of Defense for Special Operations / Low-Intensity Conflict
Defense Security Cooperation Agency (DSCA),Office of the Undersecretary of Defense for Policy - OUSD(P)
Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E),Office of the Secretary of Defense (OSD)
Air Force Research Laboratory (AFRL),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Air Force Test Center (AFTC),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Army Applications Laboratory (AAL),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Army Medical Research and Development Command (USAMRDC),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Army Test and Evaluation Command (ATEC),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Artificial Intelligence Task Force (AITF),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
"Assistant Director for Fully Networked Command, Control, and Communications (AD, FNC3)",Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
Combat Capability Development Command (CCDC),Office of the Undersecretary of Defense for Research and Engineering - OUSD(R&E)
